TransactionId,TransactionDate,Amount,MerchantId,MerchantCity,MerchantState,PostalCode,MerchantCategoryCode,SKU
257188649,11/2/20,$47.51 ,1161580000,La Verne,CA,91750,5411,S2389
109676770,10/26/20,$51.98 ,97032800,La Verne,CA,91750,7538,S2557
941904176,12/17/20,$82.90 ,5413380000,La Verne,CA,91750,7538,S9267
71584324,11/19/20,$76.37 ,2042050000,Mira Loma,CA,91752,5812,S0640
519857880,11/16/20,$134.89 ,7232190000,La Verne,CA,91750,5300,S8277
979231029,12/6/20,$35.28 ,8099190000,La Verne,CA,91750,5912,S4573
840398726,12/19/20,$80.65 ,3699110000,La Verne,CA,91750,5814,S4356
31156599,12/27/20,$112.67 ,4722910000,La Verne,CA,91750,5300,S9273
695137716,10/22/20,$162.26 ,7069580000,La Verne,CA,91750,5912,S0286
490319059,10/11/20,$39.38 ,8528730000,Monterey Park,CA,91754,5411,S1860
437182186,12/21/20,$55.76 ,2474140000,La Verne,CA,91750,5499,S5582
602368084,11/17/20,$100.00 ,4816290000,La Verne,CA,91750,5499,S6502
681158786,10/31/20,$93.37 ,3397450000,La Verne,CA,91750,5300,S5863
34794545,10/28/20,$199.71 ,7091580000,Monterey Park,CA,91754,5411,S1386
406565213,10/30/20,$23.18 ,1325200000,La Verne,CA,91750,5411,S8702
129872888,12/27/20,$57.64 ,558490000,La Verne,CA,91750,7538,S8334
619106892,11/13/20,$78.46 ,521142000,La Verne,CA,91750,5411,S7864
935727014,10/27/20,$141.70 ,3289340000,La Verne,CA,91750,5912,S5876
274140406,10/13/20,$55.41 ,3220760000,La Verne,CA,91750,7538,S4725
731896866,11/21/20,$153.36 ,1715300000,La Verne,CA,91750,4900,S3275
989589457,11/25/20,$119.61 ,8770420000,La Verne,CA,91750,5912,S1224
476641502,12/10/20,$120.25 ,6135210000,La Verne,CA,91750,5912,S9576
168723576,11/9/20,$40.58 ,8129520000,La Verne,CA,91750,5912,S4621
860679818,12/14/20,$165.96 ,5805130000,Mira Loma,CA,91752,4814,S5331
876022900,11/2/20,$38.13 ,7272220000,La Verne,CA,91750,5912,S4082
644425400,10/11/20,$11.30 ,1878450000,Mira Loma,CA,91752,5541,S7721
15864168,10/30/20,$80.05 ,5149530000,La Verne,CA,91750,5814,S8587
135562914,12/25/20,$119.73 ,9047640000,La Verne,CA,91750,5912,S0274
112675591,10/1/20,$30.90 ,3091750000,Monterey Park,CA,91754,5411,S8260
77309057,12/17/20,$34.89 ,4977670000,La Verne,CA,91750,5300,S8237
91994124,11/11/20,$139.34 ,5757320000,Mira Loma,CA,91752,5541,S3763
865627995,10/17/20,$46.46 ,5581120000,La Verne,CA,91750,5411,S4066
460812533,10/24/20,$102.74 ,4241410000,Monterey Park,CA,91754,5411,S5178
240426046,12/7/20,$36.44 ,3206270000,Monterey Park,CA,91755,5942,S9272
287383445,11/13/20,$114.87 ,208650000,La Verne,CA,91750,5300,S0593
830961212,12/5/20,$53.13 ,3510940000,La Verne,CA,91750,7538,S6877
667927287,10/25/20,$16.87 ,8793550000,La Verne,CA,91750,7210,S5179
569575108,10/29/20,$133.96 ,5205100000,La Verne,CA,91750,5411,S8949
82108454,11/3/20,$100.00 ,5467920000,Mira Loma,CA,91752,4829,S7598
253544884,12/5/20,$154.70 ,792586000,La Verne,CA,91750,5912,S6488
89789100,11/2/20,$27.22 ,2021710000,La Verne,CA,91750,5193,S6270
376429552,12/6/20,$118.25 ,1799190000,Mira Loma,CA,91752,5541,S4210
414792175,10/25/20,$31.01 ,2726820000,Monterey Park,CA,91755,5942,S4357
71026845,12/25/20,$142.06 ,356025000,La Verne,CA,91750,5912,S6348
296611772,11/8/20,$172.67 ,7501850000,La Verne,CA,91750,5912,S0039
637170696,10/28/20,$159.46 ,8320650000,La Verne,CA,91750,5411,S0243
887815335,11/18/20,$37.69 ,4552890000,Monterey Park,CA,91755,5942,S1625
474644714,10/29/20,$87.47 ,3741310000,La Verne,CA,91750,5814,S2121
305933473,10/24/20,$168.96 ,3991320000,La Verne,CA,91750,5411,S5812
646198051,12/26/20,$135.41 ,1612220000,La Verne,CA,91750,5300,S3037
239213056,11/13/20,$30.00 ,2874510000,La Verne,CA,91750,5912,S8617
233990316,11/2/20,$58.62 ,4570420000,La Verne,CA,91750,5499,S7240
772512990,12/27/20,$99.00 ,7035600000,La Verne,CA,91750,5499,S3319
305626687,10/13/20,$100.75 ,3086830000,La Verne,CA,91750,5912,S8295
466334758,12/27/20,"$1,049.82 ",191806000,San Diego,CA,92123,3058,S3996
891818549,11/8/20,$207.00 ,5007100000,Tilden,NE,68781,3395,S8486
771862215,10/14/20,$99.09 ,6571010000,Lincoln,NE,68521,5912,S2822
228701910,11/23/20,$88.00 ,2211680000,Lincoln,NE,68521,5541,S7066
715970507,12/10/20,$55.30 ,1548740000,Lincoln,NE,68521,5541,S1936
418095825,12/18/20,$93.02 ,8864120000,Lincoln,NE,68521,5651,S9314
134163816,11/16/20,$142.68 ,6698460000,Tilden,NE,68781,3395,S5653
738163621,12/30/20,$3.65 ,6130290000,Monterey Park,CA,91754,5411,S8236
559591111,10/20/20,$521.24 ,303858000,La Verne,CA,91750,6300,S7218
342788697,11/18/20,$114.05 ,6126580000,La Verne,CA,91750,5300,S6276
268212681,12/17/20,$91.10 ,2839510000,La Verne,CA,91750,5411,S0024
900544231,10/9/20,$1.84 ,1908130000,La Verne,CA,91750,5499,S8713
26270596,12/22/20,$130.22 ,3260330000,La Verne,CA,91750,5411,S0214
679521171,11/4/20,$24.02 ,3395540000,La Verne,CA,91750,5912,S1767
472739599,10/9/20,$41.02 ,170491000,La Verne,CA,91750,5912,S5140
170017459,11/26/20,$43.69 ,4081540000,La Verne,CA,91750,5912,S1758
806204527,10/31/20,$49.08 ,3974460000,Mira Loma,CA,91752,5541,S0445
604112142,12/28/20,$57.00 ,5150360000,Mira Loma,CA,91752,5541,S1262
249433741,11/18/20,$164.49 ,3123330000,La Verne,CA,91750,5300,S5307
333681473,10/21/20,$201.62 ,5162040000,La Verne,CA,91750,5300,S0527
265380001,12/26/20,$17.82 ,4735950000,La Verne,CA,91750,7538,S9313
815160393,11/9/20,$118.96 ,38327200,La Verne,CA,91750,5912,S8866
444190319,10/12/20,$66.00 ,8870050000,La Verne,CA,91750,5499,S8313
887056113,11/7/20,$62.01 ,7641860000,La Verne,CA,91750,5499,S2163
105890650,11/30/20,$39.12 ,112121000,Monterey Park,CA,91754,5411,S1956
526029715,11/12/20,$148.58 ,9045060000,La Verne,CA,91750,5411,S5456
983247330,12/20/20,$35.82 ,8085190000,Diamond Bar,CA,91765,5719,S0030
615515157,11/28/20,$73.35 ,4220240000,La Verne,CA,91750,5814,S0391
934047572,11/24/20,$119.43 ,1046620000,La Verne,CA,91750,5912,S4763
503334813,12/20/20,$38.42 ,1100380000,Monterey Park,CA,91755,5942,S5538
200102003,12/21/20,$216.47 ,4317140000,La Verne,CA,91750,8043,S7534
59633520,11/12/20,$131.02 ,7153680000,Mira Loma,CA,91752,5541,S0187
867902511,12/18/20,$37.06 ,6035330000,La Verne,CA,91750,5912,S4431
375936471,11/9/20,$156.93 ,5716200000,La Verne,CA,91750,5311,S6435
127457210,11/4/20,$2.30 ,8978690000,La Verne,CA,91750,5499,S4362
661129473,11/7/20,$9.76 ,6968520000,Mira Loma,CA,91752,5541,S7434
794281004,11/25/20,$29.95 ,4526230000,Monterey Park,CA,91754,7832,S2881
985496991,11/11/20,$77.85 ,3558490000,Monterey Park,CA,91754,5411,S1016
458043451,11/3/20,$35.92 ,6154650000,La Verne,CA,91750,5912,S7183
446349925,10/11/20,$135.60 ,1007480000,La Verne,CA,91750,5311,S8257
670529759,10/11/20,$37.63 ,1704170000,Monterey Park,CA,91755,5942,S1611
16088669,12/28/20,$96.00 ,5624840000,Mira Loma,CA,91752,5541,S4788
472966572,12/28/20,$61.08 ,1108330000,Mira Loma,CA,91752,5541,S2021
204053154,11/17/20,$24.67 ,190253000,La Verne,CA,91750,7230,S4886
906306414,11/3/20,$46.10 ,8245760000,Monterey Park,CA,91755,5942,S7162
586237004,12/23/20,$16.76 ,4534600000,Mira Loma,CA,91752,5541,S4544
504698872,11/15/20,$161.51 ,6161790000,Mira Loma,CA,91752,4814,S7955
832357740,12/8/20,$132.90 ,1249840000,La Verne,CA,91750,5311,S7796
448384746,10/28/20,$30.50 ,2712610000,Monterey Park,CA,91754,5411,S5726
377319957,10/24/20,$12.09 ,561686000,La Verne,CA,91750,5300,S7245
343516877,10/22/20,$150.08 ,5439540000,La Verne,CA,91750,5300,S7284
56861022,11/12/20,$180.58 ,4752060000,La Verne,CA,91750,5912,S0878
758183706,12/21/20,$55.61 ,483490000,La Verne,CA,91750,5300,S3289
253198313,10/23/20,$75.72 ,7544430000,La Verne,CA,91750,5311,S3768
977581404,10/3/20,$77.41 ,1659880000,La Verne,CA,91750,5814,S1467
758055269,11/11/20,$148.01 ,6445690000,Monterey Park,CA,91754,5411,S1255
112950233,10/8/20,$106.72 ,7897620000,Mira Loma,CA,91752,5541,S6090
931765623,10/27/20,$140.86 ,7353040000,Monterey Park,CA,91754,5411,S8481
189709723,10/24/20,$116.86 ,984445000,La Verne,CA,91750,5300,S2777
172716102,12/2/20,$122.64 ,879440000,La Verne,CA,91750,5311,S1348
293748461,10/4/20,$42.01 ,8405270000,La Verne,CA,91750,5912,S8191
917473918,12/1/20,$167.00 ,2387870000,La Verne,CA,91750,5912,S7486
142475771,11/21/20,$168.53 ,3639120000,La Verne,CA,91750,4900,S4271
552367478,10/29/20,$85.91 ,6222350000,Mira Loma,CA,91752,5812,S8122
291348826,10/12/20,$152.14 ,771121000,Mira Loma,CA,91752,5541,S7406
881654276,12/30/20,$40.78 ,3840640000,Monterey Park,CA,91754,5411,S4871
580452586,11/16/20,$107.50 ,2432260000,La Verne,CA,91750,4900,S2926
324510402,12/18/20,$59.52 ,8962680000,La Verne,CA,91750,5499,S5595
776306830,11/13/20,$91.00 ,2418380000,La Verne,CA,91750,5499,S8565
989186125,12/13/20,$98.00 ,5291190000,La Verne,CA,91750,5499,S5127
14776778,11/5/20,$52.40 ,8438450000,La Verne,CA,91750,5499,S7256
943948149,11/12/20,$130.48 ,5420810000,La Verne,CA,91750,5411,S5213
683840862,11/28/20,$126.32 ,6091780000,La Verne,CA,91750,5311,S5485
50533239,10/11/20,$63.90 ,333722000,La Verne,CA,91750,5812,S7675
924777308,11/8/20,$151.49 ,962083000,La Verne,CA,91750,5912,S4753
345681770,10/14/20,$113.32 ,7828860000,La Verne,CA,91750,5411,S2538
435441554,11/28/20,$39.18 ,4203710000,Monterey Park,CA,91755,5942,S2424
763817074,11/2/20,$66.98 ,2392210000,La Verne,CA,91750,7538,S2488
720510980,10/23/20,$58.03 ,4405960000,Ontario,CA,91761,5211,S9935
343277826,12/8/20,$186.41 ,2612940000,La Verne,CA,91750,5300,S4535
709562081,11/20/20,$133.55 ,2651930000,La Verne,CA,91750,5311,S3856
974059408,11/26/20,$59.74 ,6153240000,La Verne,CA,91750,7538,S2880
667866182,12/22/20,$157.96 ,7052070000,La Verne,CA,91750,5912,S6014
554263152,11/3/20,$95.40 ,5363980000,La Verne,CA,91750,5814,S4133
903268502,10/4/20,$99.92 ,463156000,La Verne,CA,91750,5912,S3271
348925663,12/30/20,$127.33 ,6036450000,Mira Loma,CA,91752,5541,S4057
643698700,10/24/20,$134.57 ,6500420000,La Verne,CA,91750,5300,S7627
265607518,12/14/20,$52.94 ,3654280000,Monterey Park,CA,91754,5310,S7374
436977339,11/22/20,$95.76 ,7459560000,La Verne,CA,91750,5812,S1782
321912895,12/13/20,$83.17 ,8015940000,La Verne,CA,91750,5311,S7710
653859084,12/7/20,$54.26 ,4977970000,La Verne,CA,91750,5912,S7237
94059301,10/24/20,$61.02 ,6565560000,La Verne,CA,91750,7538,S7124
305022354,12/17/20,$131.45 ,8992470000,La Verne,CA,91750,5411,S8830
82198547,12/31/20,$115.91 ,8411250000,La Verne,CA,91750,5311,S5325
707937866,12/14/20,$65.92 ,1270470000,La Verne,CA,91750,7538,S2645
136391125,12/5/20,$38.99 ,3739860000,La Verne,CA,91750,5912,S3849
307304537,10/6/20,$129.07 ,8630250000,Monterey Park,CA,91754,5411,S9263
649911907,12/28/20,$37.23 ,9028660000,La Verne,CA,91750,5912,S4223
69560131,10/11/20,$228.92 ,8700070000,La Verne,CA,91750,8011,S3227
813773380,10/29/20,$141.77 ,8149420000,La Verne,CA,91750,5912,S5100
606449599,11/20/20,$51.96 ,7852140000,La Verne,CA,91750,5814,S6825
502298097,12/27/20,$143.06 ,3438150000,Mira Loma,CA,91752,5541,S0208
693497259,12/14/20,$50.68 ,6914940000,Monterey Park,CA,91755,5942,S8145
113154974,12/15/20,$69.31 ,2122300000,La Verne,CA,91750,5499,S9725
480465753,12/9/20,$99.00 ,1368160000,La Verne,CA,91750,5499,S1635
629709680,11/12/20,$99.36 ,1642300000,Diamond Bar,CA,91765,5719,S3386
154336914,10/18/20,$126.81 ,6998360000,La Verne,CA,91750,5300,S8618
509314850,12/11/20,$379.73 ,3158720000,Calexico,CA,92231,3066,S1187
166047193,12/3/20,$148.42 ,5427100000,La Verne,CA,91750,5311,S5480
580896194,12/12/20,$138.59 ,4530600000,La Verne,CA,91750,5912,S2447
718526009,11/11/20,$107.15 ,6182530000,La Verne,CA,91750,5812,S4514
257800756,10/23/20,$81.43 ,2646420000,La Verne,CA,91750,5311,S2145
965116619,11/15/20,$35.60 ,5153120000,Monterey Park,CA,91754,5411,S2234
771301267,11/18/20,$173.03 ,9057740000,La Verne,CA,91750,5912,S4534
762041741,10/20/20,$38.76 ,8265640000,Monterey Park,CA,91754,5411,S1691
954397958,12/9/20,$24.55 ,5062200000,La Verne,CA,91750,5912,S3303
653036058,11/4/20,$104.81 ,6641220000,La Verne,CA,91750,5300,S8562
430186530,12/1/20,$75.86 ,2241980000,Monterey Park,CA,91754,5411,S2757
839148929,12/20/20,$128.63 ,7702890000,La Verne,CA,91750,5311,S8404
348450490,10/15/20,$147.54 ,5954200000,Monterey Park,CA,91754,5411,S5912
173060615,12/5/20,$66.41 ,2472480000,La Verne,CA,91750,5499,S6653
52820542,11/20/20,$50.00 ,4434430000,La Verne,CA,91750,5499,S4368
507813202,12/1/20,$71.03 ,3868770000,Chicago,IL,60643,5812,S2437
325776395,12/22/20,$78.32 ,6790000000,Chicago,IL,60645,5812,S3537
272443541,10/15/20,$127.00 ,8194610000,Chicago,IL,60643,3390,S6703
690475808,12/7/20,$211.00 ,7759070000,Peoria,IL,61604,3684,S6389
529609268,12/19/20,$18.45 ,551332000,Chicago,IL,60643,5912,S8631
328338337,11/11/20,$79.78 ,4872340000,Chicago,IL,60643,5812,S5311
98783325,12/15/20,$89.39 ,3650060000,Chicago,IL,60643,5812,S4833
803244310,12/5/20,$9.92 ,4645740000,Chicago,IL,60643,5411,S9534
99916404,10/9/20,$79.83 ,5625830000,Chicago,IL,60645,5812,S2682
520358532,10/16/20,$149.45 ,8624000000,Peoria,IL,61604,3684,S7117
282763265,11/2/20,$173.38 ,5358930000,Chicago,IL,60643,3390,S8512
906538539,11/1/20,$38.41 ,308447000,La Verne,CA,91750,5411,S0959
10456161,10/30/20,$78.97 ,7082870000,Mira Loma,CA,91752,5812,S4377
447971831,11/29/20,$113.94 ,1532660000,La Verne,CA,91750,5300,S3142
312120056,10/4/20,$47.40 ,8169570000,La Verne,CA,91750,5912,S7797
13568095,12/17/20,$73.37 ,8052370000,La Verne,CA,91750,5814,S0644
610474675,10/8/20,$134.26 ,2840430000,La Verne,CA,91750,5912,S9227
255947785,10/31/20,$128.82 ,794810000,La Verne,CA,91750,5300,S4449
131939296,10/30/20,$51.23 ,2091680000,La Verne,CA,91750,5912,S4027
680275110,11/20/20,$141.19 ,5407430000,La Verne,CA,91750,5300,S1783
221611047,10/22/20,$177.75 ,7911970000,Mira Loma,CA,91752,4814,S3715
689507797,10/7/20,$138.47 ,7265820000,Monterey Park,CA,91754,5411,S2474
374518764,12/28/20,$108.90 ,5474320000,La Verne,CA,91750,5912,S6571
864737065,11/9/20,$84.72 ,3360330000,La Verne,CA,91750,4900,S1141
229244188,11/24/20,$141.32 ,5100930000,La Verne,CA,91750,5311,S8612
907237439,11/26/20,$30.80 ,4113330000,La Verne,CA,91750,5912,S9566
640602674,11/14/20,$55.25 ,7994930000,La Verne,CA,91750,5814,S7186
678296519,11/17/20,$145.90 ,1287590000,Monterey Park,CA,91754,5411,S6565
674622418,11/19/20,$75.31 ,6180070000,Mira Loma,CA,91752,5541,S2210
242354207,12/2/20,$50.20 ,4051610000,Monterey Park,CA,91754,5411,S1032
512079930,11/6/20,$58.10 ,7158450000,La Verne,CA,91750,4900,S2432
316389018,11/21/20,$129.63 ,2409350000,Mira Loma,CA,91752,5541,S9348
80258656,10/17/20,$119.46 ,6796080000,La Verne,CA,91750,5912,S7642
21550580,10/6/20,$47.73 ,6910530000,Monterey Park,CA,91755,5942,S6632
814655131,12/2/20,$33.86 ,8112990000,Mira Loma,CA,91752,4814,S6891
20742689,10/26/20,$123.12 ,7908280000,Mira Loma,CA,91752,5541,S4874
372140007,10/13/20,$91.97 ,8208700000,Mira Loma,CA,91752,5541,S7268
891675461,12/19/20,$40.06 ,5316370000,Monterey Park,CA,91754,5411,S2846
424175003,12/15/20,$70.17 ,5137700000,La Verne,CA,91750,5814,S4837
959490702,11/20/20,$53.74 ,4123210000,Monterey Park,CA,91754,5411,S9173
565420465,10/2/20,$105.41 ,5343180000,Monterey Park,CA,91754,5411,S8708
159557606,11/28/20,$117.15 ,8826350000,La Verne,CA,91750,5300,S2188
537878234,12/1/20,$35.28 ,8003210000,Monterey Park,CA,91755,5942,S0576
698076794,11/9/20,$44.92 ,5563030000,Jefferson City,MO,65101,7538,S5638
766756807,11/21/20,$255.00 ,6738340000,Waynesville,MO,65583,3640,S8474
82753451,12/28/20,$3.62 ,1139640000,Jefferson City,MO,65101,5921,S2231
163670390,10/26/20,$94.02 ,7522430000,Jefferson City,MO,65101,5812,S0884
220982550,12/25/20,$55.44 ,4693980000,Jefferson City,MO,65101,7538,S2275
222768228,12/5/20,$76.75 ,6160040000,Jefferson City,MO,65101,5812,S3669
541782576,12/8/20,$71.64 ,8733400000,Jefferson City,MO,65101,5814,S3447
906978778,11/12/20,$25.01 ,5095430000,Jefferson City,MO,65101,5813,S1444
934770476,10/8/20,$139.80 ,5693640000,Jefferson City,MO,65109,5411,S2672
222677450,11/13/20,$81.36 ,4319010000,Jefferson City,MO,65101,5812,S8436
272735945,12/4/20,$147.41 ,2438850000,Waynesville,MO,65583,3640,S1847
203151629,11/12/20,$114.15 ,8947800000,Monterey Park,CA,91754,5411,S9251
791303482,12/25/20,$38.00 ,3693650000,Monterey Park,CA,91754,5411,S5664
709259074,10/21/20,$57.25 ,1675440000,La Verne,CA,91750,7538,S5348
159604388,10/27/20,$123.99 ,2910330000,La Verne,CA,91750,5912,S4118
367092449,10/24/20,$37.29 ,3520220000,Monterey Park,CA,91755,5942,S4182
445889627,10/23/20,$185.16 ,3906260000,La Verne,CA,91750,5912,S5663
646316538,10/21/20,$46.30 ,8919760000,Monterey Park,CA,91755,5942,S4416
358447333,10/29/20,$65.61 ,85070500,Diamond Bar,CA,91765,5719,S1473
472111196,10/31/20,$6.06 ,6761070000,Mira Loma,CA,91752,5541,S7225
948642203,10/11/20,$9.88 ,2437310000,La Verne,CA,91750,5300,S7783
650570560,12/28/20,$160.17 ,3532940000,La Verne,CA,91750,5311,S3956
280893091,12/13/20,$41.18 ,7682040000,La Verne,CA,91750,5912,S4474
999134416,11/23/20,$6.19 ,2743400000,La Verne,CA,91750,7210,S5231
264874072,12/7/20,$73.25 ,6281010000,La Verne,CA,91750,5300,S7775
554660329,10/9/20,$42.33 ,1046800000,La Verne,CA,91750,5193,S6493
353883860,11/22/20,$45.35 ,2286180000,La Verne,CA,91750,5912,S6442
238560783,10/29/20,$187.21 ,3637940000,La Verne,CA,91750,5300,S3598
760209897,10/8/20,$5.63 ,5768810000,La Verne,CA,91750,5912,S5321
908313197,12/13/20,$123.66 ,7832130000,Monterey Park,CA,91754,5411,S6522
939938243,11/17/20,$109.73 ,7561720000,Monterey Park,CA,91754,5411,S5612
342650596,10/22/20,$65.50 ,4033350000,La Verne,CA,91750,4900,S8722
305226196,12/25/20,$29.55 ,7823310000,La Verne,CA,91750,5813,S8168
278268289,10/15/20,$126.17 ,815048000,Mira Loma,CA,91752,5541,S1515
471041512,11/9/20,$100.00 ,5641260000,Mira Loma,CA,91752,4829,S5717
601262632,12/23/20,$43.99 ,8821770000,La Verne,CA,91750,5912,S5381
655000068,12/21/20,$157.23 ,2593570000,La Verne,CA,91750,5300,S8584
159009549,12/7/20,$46.57 ,1096720000,Monterey Park,CA,91755,5942,S4294
135047407,12/3/20,$50.18 ,5660550000,Monterey Park,CA,91755,5942,S5447
455919001,11/3/20,$116.30 ,7919820000,La Verne,CA,91750,5300,S5759
695075406,12/15/20,$73.33 ,340037000,La Verne,CA,91750,7538,S1204
680256388,12/11/20,$132.82 ,4029530000,Mira Loma,CA,91752,5541,S8889
327038188,12/1/20,$84.00 ,870451000,Mira Loma,CA,91752,5541,S4211
197324936,11/14/20,$67.52 ,3735520000,Mira Loma,CA,91752,5541,S5659
33209977,10/22/20,$36.70 ,8431730000,La Verne,CA,91750,5912,S1637
810461399,12/19/20,$36.66 ,8692600000,La Verne,CA,91750,5411,S1727
887586869,11/22/20,$93.42 ,5753020000,La Verne,CA,91750,5912,S3837
757463145,11/15/20,$55.69 ,878535000,Mira Loma,CA,91752,4814,S5366
6617630,12/18/20,$59.38 ,2488260000,La Verne,CA,91750,7538,S1681
839931122,11/2/20,$76.67 ,1379410000,Diamond Bar,CA,91765,5719,S7692
857877997,12/21/20,$36.53 ,5312890000,La Verne,CA,91750,5411,S4437
458173635,11/1/20,$137.22 ,1463850000,La Verne,CA,91750,5300,S7526
75806547,12/14/20,$97.24 ,262837000,La Verne,CA,91750,5814,S7652
441314910,10/25/20,$150.31 ,2768360000,La Verne,CA,91750,5411,S3733
785101189,11/29/20,$10.59 ,7458300,La Verne,CA,91750,5411,S3538
657101242,11/1/20,$39.21 ,5485890000,Monterey Park,CA,91755,5942,S6867
478313373,11/16/20,$109.59 ,7149660000,La Verne,CA,91750,5411,S0848
951731931,11/27/20,$134.05 ,1415050000,Mira Loma,CA,91752,5541,S5483
215814876,10/6/20,$46.80 ,4432160000,La Verne,CA,91750,5411,S6366
273426675,11/13/20,$1.39 ,2714930000,La Verne,CA,91750,7542,S9775
245172600,10/25/20,$432.22 ,3168660000,La Verne,CA,91750,6300,S8452
127078936,12/26/20,$68.50 ,5459510000,Mira Loma,CA,91752,5812,S6253
641183178,10/3/20,$151.82 ,8756900000,La Verne,CA,91750,5300,S3653
302208340,12/28/20,$20.09 ,8919680000,La Verne,CA,91750,5411,S5216
924115511,11/18/20,$37.74 ,6956880000,La Verne,CA,91750,5912,S6213
358702036,11/8/20,$124.63 ,6186820000,Mira Loma,CA,91752,5541,S4813
